pmid,ref_list
6088570,[]
6392327,['3531233']
3033014,[]
2439535,"['2422199', '3021812', '2420820', '2997269', '3013928', '3905848', '2155917', '2821066']"
3112180,[]
3305559,"['6352491', '3533986']"
2821066,"['2991576', '2997728', '3005635', '3013928', '7312622', '6164989', '6621535', '6287021', '6316273', '2155917', '6304630', '2439535', '6097599']"
2997269,"['3021812', '6088574', '2439535', '6244590', '6264114', '6304336', '6330697']"
2933635,"['6191328', '6328421', '2582358']"
3001134,[]
6326095,['4059056']
3684574,"['3156376', '6574450', '3010307', '6371808', '3459146', '3903658', '6091052', '6292465', '6933441', '3031593', '6264429']"
3903658,"['6574450', '7443532', '6292465', '6264429', '6251266', '3156376', '6371808', '3031606', '3010240', '3459146', '3010307', '2999787', '3684574']"
3010240,"['6091052', '3031606', '6574450', '3031593', '6264429', '3903658', '3156376', '6371808', '7443532', '6549293', '3459146']"
3601674,['3601675']
3601675,"['3601674', '4000941', '3375076']"
333444,[]
6287021,"['2991576', '6287022', '6300836', '6088807', '6296764', '6306269', '6304629', '6304692', '2821066']"
6287022,"['6287021', '2991576', '6088807', '6304629']"
6300836,"['6296764', '6306269', '2991576', '6294322', '6961439', '6088807', '6287021', '6272282', '7029468', '6298739', '6304629', '6310601', '6273836', '6304692', '2985793', '6166921', '2410905', '6310545', '6549293']"
6328048,"['2991576', '6088807', '6304692', '6296764', '6304629', '6088808', '6322125']"
6088807,"['6304629', '2991576', '6304692', '6300836', '6310157', '6296764', '6287021', '6312090', '6306269', '6308556', '6287022', '6328048', '6312421']"
6088808,"['6304692', '6304629', '6308556', '6935652', '6328048']"
2822759,"['2999190', '6310601', '2447830', '2986127', '6208377', '3018280', '2984684', '3022645', '2983123', '3023706', '2433467', '2985793']"
6322125,"['6308556', '6304629', '6296764', '6935652', '2987843', '6324120', '6328048']"
2984684,"['6310601', '2986127', '3018280', '6089122', '3023706', '2822759', '6324120', '2987518', '2985793', '231762', '2447830', '6272282', '3023668', '6245254', '2987843']"
2997728,"['6292836', '6316273', '6621535', '3005635', '6304630', '6164989', '2821066', '7024907', '7008030', '7312622', '7048256', '7433112', '6328426', '6752884', '390496', '6280153', '6262809', '118436', '6258158']"
3700633,"['6264484', '6246507']"
3013928,"['2821066', '3022645', '6350355', '2439535']"
3524455,['3890739']
3022645,"['3038016', '2447830', '2822759', '3013928', '2999190', '3021812', '6350355']"
3038016,"['3022645', '3905848']"
13664869,"['13641571', '13641572', '4327583', '13715282']"
7159068,[]
7447405,[]
3023945,"['3023946', '6100966', '7017722', '6131378', '6328442', '6096850']"
3023946,"['3023945', '6131378', '4040603', '6096850', '6287212']"
3029432,"['2991572', '3037110', '2845152', '6954488', '2985827', '2986132', '3039164', '3039165', '3018486', '2985814', '6287000', '6251263', '2845133', '6264121', '14582204', '6283140', '2984214']"
3033330,"['6245254', '6281483', '2839722', '6324120']"
3582359,[]
3035560,"['3031587', '3041041', '3039165', '2845133', '6384934', '3021972']"
6245254,"['231762', '2987518', '3010307', '6257918', '6089122', '3033330', '6323757', '6323749', '6324120', '6287212', '7041111', '2984684']"
7301588,"['6694911', '6328442']"
6283138,"['6267593', '6324136', '6287457', '6283126', '2987843', '6281483', '6321771', '6089122', '6324120']"
6954488,"['2985814', '6264121', '3037110', '14582204', '6088805', '2985827', '3029432', '6283140', '2835660', '6251263', '6287000', '2991572', '3018486', '2845152', '2985829', '2986132', '6323749', '2984214', '6261002']"
6324120,"['2987518', '6089122', '6323757', '2987843', '6093056', '2984684', '6310508', '6245254', '231762', '6324136', '6247501', '6641721', '6284987', '3512851', '6272282', '6283138', '3033330', '6322125']"
2987843,"['2983312', '6093056', '6324136', '6324120', '2997483', '6089122', '6272282', '6283138', '6322125', '6284987', '6310545', '2984684', '2985827']"
3010307,"['6272282', '3156376', '6371808', '3684574', '6330698', '6273836', '6245254', '3459146', '3903658', '13715282', '6158042', '6298739', '6323749', '6574450', '231762', '2839722', '3031606', '3005620', '3006071', '4360942', '2836612', '6091052', '6260985', '3003739', '6154930', '2983090', '6549293', '7041111']"
14582204,"['6954488', '2985814', '2835660', '6264121', '3037110', '513205', '2985827', '6088805', '6283140', '2984214', '6261002', '3029432', '2986132', '6323749']"
6091052,"['3010240', '3031593', '3031606', '6549293', '3684574', '3010307', '2839722']"
3009852,"['2536835', '2983090', '2839704', '2555560', '3039178', '6324200', '6310545', '6093054']"
3009888,"['3882996', '6268841']"
3031587,"['3035560', '3021972', '6384934', '3041041', '2991572', '2845133', '2555559', '2986132']"
2845152,"['2845133', '3039165', '2986132', '2991572', '3037110', '3029432', '3039164', '2985827', '2985814', '6954488', '3041041', '6089122', '3018486', '6088805']"
6287457,"['6267593', '6092710', '6321771', '6283138', '3041041']"
6384934,"['3031587', '2845133', '3035560', '3512851']"
2983312,"['2997483', '6093056', '2987843', '6272282', '2985827']"
2985827,"['3037110', '2985814', '6954488', '2986132', '3029432', '2845152', '3018486', '2991572', '2997483', '6264121', '14582204', '6088805', '3039164', '2845133', '6287000', '2983312', '6283140', '2987843']"
2985829,"['6287000', '6251263', '3039165', '6954488', '6264143', '6168777', '3037110']"
2986132,"['3037110', '2991572', '2845152', '2985827', '3039164', '3029432', '2845133', '2985814', '3018486', '3039165', '6088805', '3021972', '6954488', '6283140', '6264121', '14582204', '3031587', '6251263']"
2987518,"['6324120', '6323757', '6245254', '6089122', '6247501', '2984684', '231762', '3512851', '6316275']"
2991572,"['3029432', '2986132', '2845152', '3039164', '2845133', '3039165', '3037110', '2985827', '6954488', '2985814', '3018486', '3031587', '3021972']"
3895223,"['6941270', '3003739', '6300445']"
3009894,"['3041041', '2555559', '6089122']"
3018486,"['3037110', '2985827', '2836612', '3029432', '2986132', '3003739', '6954488', '3023656', '2991572', '2985814', '6296443', '6251263', '6264121', '2845152', '6264143', '3039165', '2555560', '4373732', '2984214']"
3023668,['2984684']
3023706,"['2986127', '2984684', '3018280', '2822759', '6310545', '6310601', '6208377']"
3033278,"['6275104', '2578578']"
3037110,"['2985814', '2985827', '2986132', '3029432', '6954488', '2845152', '3018486', '6287000', '2991572', '3039165', '6264121', '2845133', '6251263', '14582204', '6264143', '6088805', '3039164', '2835660', '6323749', '6283140', '3600637', '2839722', '2984214', '274713', '2985829']"
3039164,"['2991572', '2845152', '3039165', '2986132', '2845133', '3029432', '3037110', '2985827']"
3041041,"['3009894', '3035560', '3021972', '3031587', '215997', '6321771', '2845152', '2555559', '3467351', '6316275', '6287457']"
13641571,"['13664869', '13641572']"
13641572,"['13664869', '13715282', '13715283', '13641571']"
13715282,"['13664869', '3010307', '13641572']"
13715283,['13641572']
229266,"['6255181', '224211', '6275128', '6296450', '6283117', '6941270']"
6986610,[]
6158042,"['81487', '3010307', '6272282']"
6255181,"['229266', '3018280', '6283117']"
6251263,"['6264143', '6287000', '3037110', '6954488', '2985829', '3029432', '3018486', '2985814', '6168777', '6323749', '2986132']"
6264121,"['6954488', '6283140', '2985814', '3037110', '14582204', '2985827', '6088805', '3029432', '3018486', '2835660', '2986132', '6261002', '6323749']"
6168777,"['6287000', '2985829', '7048316', '6251263']"
6283140,"['6264121', '6088805', '6954488', '2985814', '3037110', '3352609', '14582204', '2986132', '2985827', '3029432']"
7420540,['7003539']
6267593,"['6287457', '6321771', '6283138', '6092710', '6093054', '6324200', '215997', '6310508', '3018280']"
6283126,"['6284987', '6283138', '6316275', '3467351', '6208380', '215997']"
81487,"['6158042', '6154930', '271968']"
229465,[]
231762,"['6257918', '6245254', '7232211', '6260985', '6089122', '4139703', '6324120', '3010307', '2987518', '2984684', '6272282']"
6275128,"['6296450', '229266', '215997', '6283117', '224211', '6323749']"
6281483,"['6324136', '3033330', '6283138']"
6283117,"['6275128', '229266', '6255181']"
6294604,"['3018280', '6316275']"
6316275,"['6294604', '6089122', '2987518', '6283126', '3041041']"
6546423,"['6546431', '6278413', '6184674', '6174938']"
6185960,[]
6298739,"['6272282', '6273836', '6310601', '3512851', '6300836', '2985793', '6330698', '6287227', '6310508', '3010307', '6310545', '3031606', '2410905']"
6310545,"['2839704', '2983090', '6324200', '6093054', '6272282', '6935652', '2985793', '3009852', '3023706', '6310508', '6273836', '6298739', '6308670', '6300836', '3033275', '2536821', '2987843']"
59925,['6330698']
209457,"['4343967', '4373732', '6262784', '177975', '4343959', '3889841']"
225559,"['6165834', '2819862', '4360942', '6262784', '6261002', '6281461', '6270376', '3460065', '209408', '284328', '206891']"
6262784,"['2819862', '6261017', '2555560', '4373732', '209457', '6261002', '3003739', '225559', '3023656', '6281461', '6296443']"
6166921,"['6287227', '3456558', '6272197', '6296764', '6272282', '6300836']"
6272197,['6166921']
6188863,"['6183443', '6208380', '2457118', '6208377', '6308670', '6194174']"
6329703,[]
7017722,"['6100966', '3023945']"
6269069,[]
2983090,"['2839704', '3009852', '2536835', '6310545', '3006071', '2555560', '3005620', '6330698', '6273836', '3003384', '6324200', '3010307', '2536821']"
6321771,"['6267593', '6287457', '6092710', '3041041', '6283138']"
6093056,"['2983312', '2987843', '2997483', '6324120', '6310508']"
6089122,"['6324120', '2987518', '2984684', '6272282', '6245254', '6324136', '231762', '6247501', '2987843', '6284987', '2845152', '3009894', '6316275', '6323757', '2986127', '6641721', '6283138']"
2985793,"['6310601', '6272282', '6298739', '6300836', '6310545', '6273836', '2822759', '6246507', '2986127', '2984684', '6264484', '2410905']"
3003739,"['3006071', '2836612', '3023656', '2536107', '3018486', '2555560', '6300445', '3895223', '6262784', '6272282', '3033275', '3010307']"
6088796,"['3006071', '1847008', '2161866']"
3005620,"['2983090', '2839704', '6330698', '3006071', '3010307']"
6088805,"['6283140', '6954488', '2985814', '2986132', '3037110', '6264121', '2985827', '14582204', '2845152']"
3021972,"['3031587', '3041041', '2986132', '3035560', '2991572', '3467351', '6324136']"
6298741,[]
3023656,"['2836612', '3003739', '3018486', '2555560', '6296443', '2536821', '3033275', '6262784']"
2983309,"['6201722', '2410262', '3460065', '6253880', '2436038', '6261002', '284328', '6255435', '3600637', '6131378']"
3926482,"['6801653', '6794032']"
2410262,"['6201722', '2983309', '3460065', '2436038', '6960240', '2583126']"
3460065,"['6201722', '2410262', '2983309', '2436038', '6577417', '225559']"
3837182,"['6287424', '6190133', '6275358', '6985483', '6865944', '6164057']"
3023965,['6269091']
2436038,"['6201722', '2410262', '3600637', '3460065', '2983309']"
3582371,['2583126']
3035545,"['6098465', '2998773', '3023918', '3023880', '3038517', '2826127', '6300842']"
3600637,"['2436038', '3037110', '2983309']"
3437893,"['6791161', '6262735']"
2832737,[]
3352609,['6283140']
2835666,"['6946435', '6865944', '6275393']"
3136013,"['6801653', '6795624']"
6960240,"['3879658', '2410262', '2583126']"
6201722,"['2410262', '2983309', '3460065', '2436038']"
6371808,"['3156376', '3010307', '3903658', '6292465', '3031606', '6574450', '3684574', '3459146', '3010240', '3474623', '6264429']"
3865188,"['6316273', '418414', '6304630', '6328426', '6262809']"
2839704,"['2983090', '3009852', '2536835', '6093054', '6310545', '6324200', '6310508', '2555560', '3005620', '3039178', '3006071', '3003384', '3033275']"
2536107,"['6300445', '3006071', '3003739', '2555560', '2836612', '6261017', '3033275', '2839722', '2536821']"
2536821,"['3033275', '2555560', '6272282', '3023656', '2536835', '6261017', '2536107', '6310545', '2983090']"
2536835,"['3009852', '2839704', '2983090', '2555560', '3039178', '3006071', '3033275', '6093054', '2536821', '6324200']"
3039178,"['3009852', '2536835', '2839704', '3003384', '6093054', '2555560']"
6275104,"['3033278', '2578578']"
2578578,"['2555569', '6275104', '2457118', '3033278', '2536823', '2555559']"
2555559,"['2555569', '3009894', '3041041', '3031587', '2578578', '2476574', '2536823']"
2457118,"['2578578', '6308670', '6188863', '2476574']"
2536823,"['2555569', '2578578', '2555559']"
2476574,"['2555569', '2457118', '2555559']"
163918,[]
73185,['6159641']
6159641,"['414220', '6158735', '218170', '7071022', '291033', '73185', '6191328']"
7022155,[]
6287227,"['6166921', '6298739', '345245', '6170981', '6272282', '6310601']"
6300437,[]
287063,[]
6340110,"['1069307', '3156376']"
6575390,[]
3156376,"['6371808', '3903658', '3010307', '6574450', '3031606', '3459146', '3684574', '6292465', '3010240', '6264429', '3474623', '7443532', '6340110']"
3951988,['3474623']
6812046,"['6754749', '6183277', '6273878', '4000941', '6961411', '6191328', '3375076']"
2582352,"['4000941', '3375076', '3748808', '6273878', '2582358']"
3889841,"['209457', '1058473']"
3748808,"['4000941', '2582352', '3375076', '6273878', '2582358']"
3774550,[]
3588303,[]
3267215,"['2161866', '4000959']"
6289302,"['2549095', '6300854', '2826637', '174077']"
6262809,"['6316273', '6304630', '7008030', '3031593', '7048256', '2997728', '6621535', '6280153', '6328426', '118436', '6752884', '6262735', '6292836', '6164989', '3865188', '6258158']"
6457158,[]
6172778,[]
6278410,"['6184674', '6546431', '6278413']"
6174938,"['6546431', '6278413', '6184674', '6546423']"
7099970,"['6801656', '6546431', '6278413', '6184674']"
6292491,[]
6184674,"['6546431', '6278413', '6278410', '6174938', '6546423', '7099970']"
4594039,"['1094460', '1069307', '345245']"
183379,[]
198578,[]
149110,"['4610576', '1094460', '7012838']"
209219,"['228055', '6323766']"
228055,"['168574', '209219', '6283172']"
6244590,"['6264141', '6246534', '6264114', '177975', '6304336', '2997269']"
6246534,"['6244590', '6264141', '168574']"
6255202,"['6097598', '6194174', '2982911']"
6165834,"['6281461', '225559']"
6264141,"['6244590', '6246534', '177975', '6287019', '168574']"
6281461,"['6165834', '6308672', '206891', '225559', '6262784']"
6323757,"['2987518', '6247501', '6324120', '6245254', '6089122']"
6296450,"['6275128', '6323749', '229266', '215997', '224211']"
6246507,"['3700633', '2985793', '6264484']"
6262735,"['6791161', '6571704', '3437893', '6262809']"
6269091,"['3023965', '6296767', '6220408']"
6170981,"['6572397', '6985483', '6164057', '704357', '6254016', '424286', '7433108', '274720', '7232206', '345245', '6287227', '6493227']"
6272299,"['6572965', '6275393', '6285305', '6188104', '6170983', '282616', '6493227', '7017718']"
6946474,"['6275393', '6170983', '6264429', '6264425']"
6170983,"['6188104', '6275393', '6188107', '6493227', '6180381', '282616', '6272299', '6308636', '6946474', '6190133', '6572397', '6575389', '10872328']"
6950381,"['388425', '6220408', '6296767']"
6951161,[]
6176944,['6154927']
7043459,[]
6285305,['6272299']
10872328,"['6493227', '6572397', '6254016', '282616', '6985483', '274720', '6275393', '704357', '6164057', '424286', '6170983']"
11894934,"['6298749', '6573677']"
6126875,['6127673']
6296767,"['388425', '6220408', '6269091', '6950381', '6304644', '6304629', '6571704']"
6897567,[]
6985486,['6685625']
6961406,[]
6298749,['11894934']
6572397,"['6493227', '6170981', '10872328', '282616', '6275393', '6254016', '6188104', '6170983', '6985483']"
6188104,"['6170983', '6275393', '6493227', '6188107', '6272299', '282616', '6572397']"
6300842,"['410021', '3023880', '6098465', '2819862', '2998773', '3035545']"
6188151,[]
6300847,['6294614']
6572965,"['6272299', '6289308', '7017718', '6865944', '6290998', '6985483']"
6220408,"['388425', '6950381', '6296767', '6269091']"
6304626,[]
6190133,"['6894330', '3837182', '6287424', '6275393', '6275358', '6170983']"
6304641,[]
6304644,['6296767']
6856469,['7012793']
7443547,"['6458017', '6154927', '6262733', '7041122', '6583695', '6641717']"
